Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Sound category	Additional information
387	Spectrogram 1	1	4232.643	4241.18	0	14734.9	Buzz	
388	Spectrogram 1	1	4244.046	4256.485	0	6139.5	Buzz	
389	Spectrogram 1	1	4256.095	4272.619	1339.5	5916.3	Bird	low
390	Spectrogram 1	1	4261.704	4266.217	0	11162.8	Buzz	
391	Spectrogram 1	1	4268.311	4280.292	3746.3	15102.4	Other animal	
392	Spectrogram 1	1	4277.131	4288.961	0	5581.4	Buzz	
393	Spectrogram 1	1	4287.244	4295.256	3863.4	15453.7	Other animal	
394	Spectrogram 1	1	4289.204	4338.052	446.5	6586	Bird	low
395	Spectrogram 1	1	4322.595	4327.168	0	15627.9	Buzz	
396	Spectrogram 1	1	4328.914	4380.637	5151.2	15219.5	Other animal	
397	Spectrogram 1	1	4339.302	4342.351	0	9153.5	Buzz	
398	Spectrogram 1	1	4352.046	4356.07	0	6139.5	Buzz	
399	Spectrogram 1	1	4355.711	4395.223	558.1	6251.2	Bird	low
400	Spectrogram 1	1	4372.662	4375.954	0	5581.4	Buzz	
401	Spectrogram 1	1	4379.247	4385.04	0	4241.9	Buzz	
402	Spectrogram 1	1	4385.119	4400.905	4800	15219.5	Other animal	
403	Spectrogram 1	1	4405.137	4461.906	1451.2	6586	Bird	low
404	Spectrogram 1	1	4407.582	4454.411	5970.7	15922	Other animal	
405	Spectrogram 1	1	4422.15	4428.918	0	7367.4	Buzz	
406	Spectrogram 1	1	4461.912	4499.198	1451.2	6474.4	Bird	low
407	Spectrogram 1	1	4464.198	4469.777	5385.4	16039	Other animal	
408	Spectrogram 1	1	4476.966	4513.735	5151.2	16507.3	Other animal	
409	Spectrogram 1	1	4511.552	4577.68	781.4	6697.7	Bird	low
410	Spectrogram 1	1	4519.314	4553.43	4800	16858.5	Other animal	
411	Spectrogram 1	1	4554.052	4557.406	0	5581.4	Buzz	
412	Spectrogram 1	1	4555.725	4624.277	5502.4	17795.1	Other animal	
413	Spectrogram 1	1	4573.54	4587.259	2902.3	7814	Bird	low
414	Spectrogram 1	1	4606.649	4611.771	563.4	6873.2	Bird	meio chiado
415	Spectrogram 1	1	4618.881	4652.936	446.5	7702.3	Bird	low
416	Spectrogram 1	1	4629.674	4715.174	4917.1	17561	Other animal	
417	Spectrogram 1	1	4648.698	4653.089	0	12837.2	Bird	
418	Spectrogram 1	1	4666.381	4677.906	669.8	8037.2	Bird	low
419	Spectrogram 1	1	4667.296	4671.32	0	8818.6	Buzz	
420	Spectrogram 1	1	4677.637	4695.564	558.1	8037.2	Bird	low
421	Spectrogram 1	1	4678.826	4681.57	1953.5	6307	Bird	
422	Spectrogram 1	1	4692.881	4696.906	0	5581.4	Buzz	
423	Spectrogram 1	1	4695.259	4710.808	669.8	7925.6	Bird	low
424	Spectrogram 1	1	4697.942	4700.869	1451.2	8372.1	Bird	
425	Spectrogram 1	1	4709.058	4721.235	0	17525.6	Buzz	
426	Spectrogram 1	1	4710.259	4713.43	1339.5	7479.1	Bird	
427	Spectrogram 1	1	4720.076	4737.18	4097.6	16975.6	Other animal	
428	Spectrogram 1	1	4726.601	4736.15	334.9	5916.3	Bird	low
429	Spectrogram 1	1	4747.918	4749.93	0	22660.5	Buzz	
430	Spectrogram 1	1	4755.015	4785.015	3980.5	16741.5	Other animal	
431	Spectrogram 1	1	4775.845	4779.229	669.8	7367.4	Bird	
432	Spectrogram 1	1	4785.515	4798.015	1562.8	12279.1	Bird	
433	Spectrogram 1	1	4791.674	4795.006	631.6	10716.3	Bird	
434	Spectrogram 1	1	4795.808	4876.076	5034.1	16624.4	Other animal	
435	Spectrogram 1	1	4797.863	4804.174	1674.4	8260.5	Bird	
436	Spectrogram 1	1	4804.418	4806.918	0	14511.6	Buzz	
437	Spectrogram 1	1	4813.259	4818.015	0	8483.7	Bird	
438	Spectrogram 1	1	4817.162	4824.662	0	5469.8	Buzz	
439	Spectrogram 1	1	4824.418	4828.991	0	8595.3	Bird	
440	Spectrogram 1	1	4834.113	4838.198	0	8595.3	Bird	
441	Spectrogram 1	1	4838.259	4839.906	0	7590.7	Buzz	
442	Spectrogram 1	1	4838.418	4842.259	893	4688.4	Bird	low
443	Spectrogram 1	1	4845.186	4850.552	1004.7	8818.6	Bird	
444	Spectrogram 1	1	4853.662	4856.65	1116.3	7925.6	Bird	
445	Spectrogram 1	1	4860.308	4864.515	446.5	9041.9	Bird	
446	Spectrogram 1	1	4860.326	4862.564	0	3663.2	Bird	call
447	Spectrogram 1	1	4868.357	4872.32	669.8	9600	Bird	
448	Spectrogram 1	1	4872.96	4875.552	502.3	5079.1	Bird	
449	Spectrogram 1	1	4875.979	4880.064	781.4	9823.3	Bird	
450	Spectrogram 1	1	4880.552	4885.308	0	4911.6	Bird	
451	Spectrogram 1	1	4884.18	4917.198	3980.5	17561	Other animal	
452	Spectrogram 1	1	4885.796	4889.82	781.4	8372.1	Bird	
453	Spectrogram 1	1	4889.881	4896.442	0	4688.4	Bird	
454	Spectrogram 1	1	4895.528	4899.43	948.8	8427.9	Bird	
455	Spectrogram 1	1	4900.04	4910.65	111.6	4130.2	Bird	
456	Spectrogram 1	1	4907.601	4909.613	0	4018.6	Buzz	
457	Spectrogram 1	1	4910.04	4914.247	0	9376.7	Bird	
458	Spectrogram 1	1	4912.552	4920.966	111.6	4353.5	Bird	
459	Spectrogram 1	1	4917.967	4922.906	0	11162.8	Bird	
460	Spectrogram 1	1	4922.723	4927.967	0	4911.6	Bird	
461	Spectrogram 1	1	4928.089	4932.357	0	11720.9	Bird	
462	Spectrogram 1	1	4931.869	4936.564	0	4465.1	Buzz	
463	Spectrogram 1	1	4935.308	4949.119	5619.5	17795.1	Other animal	
464	Spectrogram 1	1	4936.625	4966.717	669.8	9488.4	Bird	
465	Spectrogram 1	1	4941.503	4945.406	334.9	8595.3	Bird	
466	Spectrogram 1	1	4950.375	4960.741	0	1562.8	Bird	
467	Spectrogram 1	1	4951.863	4958.814	6087.8	17092.7	Other animal	
468	Spectrogram 1	1	4955.741	4960.253	558.1	9823.3	Bird	
469	Spectrogram 1	1	4964.765	4968.668	1451.2	7925.6	Bird	
470	Spectrogram 1	1	4970.229	4998.095	558.1	8260.5	Bird	
471	Spectrogram 1	1	4972.058	4976.387	669.8	7367.4	Bird	
472	Spectrogram 1	1	4976.814	4997.912	893	8818.6	Bird	
473	Spectrogram 1	1	4983.522	4986.632	505.3	9347.4	Bird	
474	Spectrogram 1	1	4991.936	4995.321	757.9	9978.9	Bird	
475	Spectrogram 1	1	4998.521	5023.4	111.6	11051.2	Bird	
476	Spectrogram 1	1	4998.888	5019.833	1263.2	9221.1	Bird	
477	Spectrogram 1	1	4999.863	5022.973	334.9	4241.9	Bird	
478	Spectrogram 1	1	5004.326	5007.253	6439	15102.4	Other animal	
479	Spectrogram 1	1	5013.655	5016.765	6556.1	15453.7	Other animal	
480	Spectrogram 1	1	5023.314	5037.887	0	11832.6	Bird	
481	Spectrogram 1	1	5023.619	5030.204	1004.7	5023.3	Bird	
482	Spectrogram 1	1	5027.466	5031.125	6439	15219.5	Other animal	
483	Spectrogram 1	1	5028.009	5033.375	2902.3	6920.9	Bird	
484	Spectrogram 1	1	5030.265	5032.917	781.4	3460.5	Bird	
485	Spectrogram 1	1	5033.863	5038.131	781.4	4241.9	Bird	
486	Spectrogram 1	1	5036.119	5045.387	0	1897.7	Bird	
487	Spectrogram 1	1	5039.168	5077.095	781.4	4241.9	Bird	
488	Spectrogram 1	1	5039.9	5048.009	0	10716.3	Bird	
489	Spectrogram 1	1	5043.589	5047.156	1026.7	8984	Bird	
490	Spectrogram 1	1	5044.991	5057.338	5970.7	15219.5	Other animal	
491	Spectrogram 1	1	5051.485	5057.339	0	10716.3	Bird	
492	Spectrogram 1	1	5053.375	5057.217	1283.4	9882.4	Bird	
493	Spectrogram 1	1	5062.278	5068.619	0	10158.1	Bird	
494	Spectrogram 1	1	5068.405	5074.533	6556.1	18497.6	Other animal	
495	Spectrogram 1	1	5068.802	5074.473	0	12390.7	Bird	
496	Spectrogram 1	1	5075.119	5077.924	1451.2	7590.7	Bird	
497	Spectrogram 1	1	5079.021	5121.095	0	15962.8	Bird	
498	Spectrogram 1	1	5079.57	5120.058	893	5358.1	Bird	
499	Spectrogram 1	1	5083.29	5086.278	1786	7702.3	Bird	
500	Spectrogram 1	1	5091.088	5097.674	6556.1	14985.4	Other animal	
501	Spectrogram 1	1	5092.314	5102.741	0	1674.4	Bird	
502	Spectrogram 1	1	5092.68	5096.826	2455.8	7590.7	Bird	
503	Spectrogram 1	1	5111.765	5114.784	3080.2	5518.7	Bird	
504	Spectrogram 1	1	5112.125	5128.094	7024.4	14751.2	Other animal	
505	Spectrogram 1	1	5119.631	5122.192	3080.2	6032.1	Bird	
506	Spectrogram 1	1	5121.265	5151.875	558.1	13618.6	Bird	
507	Spectrogram 1	1	5121.326	5151.509	334.9	4465.1	Bird	
508	Spectrogram 1	1	5121.479	5128.796	2566.8	5390.4	Bird	
509	Spectrogram 1	1	5125.656	5135.534	0	2009.3	Bird	
510	Spectrogram 1	1	5127.424	5131.54	893	9153.5	Bird	
511	Spectrogram 1	1	5134.741	5137.302	2567.4	6586	Bird	
512	Spectrogram 1	1	5139.558	5143.826	781.4	11274.4	Bird	
513	Spectrogram 1	1	5140.533	5148.491	6322	14868.3	Other animal	
514	Spectrogram 1	1	5142.607	5149.619	3014	5804.7	Bird	
515	Spectrogram 1	1	5144.161	5149.741	2695.2	6032.1	Bird	
516	Spectrogram 1	1	5151.692	5163.339	2679.1	5469.8	Bird	
517	Spectrogram 1	1	5152.631	5178.607	0	12837.2	Bird	
518	Spectrogram 1	1	5152.979	5156.881	0	11051.2	Bird	
519	Spectrogram 1	1	5154.156	5182.387	446.5	3850.3	Bird	
520	Spectrogram 1	1	5154.802	5162.302	4682.9	15453.7	Other animal	
521	Spectrogram 1	1	5155.229	5161.814	2566.8	6802.1	Bird	
522	Spectrogram 1	1	5159.442	5162.735	4576.7	9265.1	Bird	
523	Spectrogram 1	1	5161.515	5165.741	641.7	10939.5	Bird	
524	Spectrogram 1	1	5165.192	5174.339	0	5581.4	Buzz	
525	Spectrogram 1	1	5168.028	5171.869	3080.2	6160.4	Bird	
526	Spectrogram 1	1	5172.052	5196.29	3014	5581.4	Bird	
527	Spectrogram 1	1	5173.552	5181.6	5853.7	14751.2	Other animal	
528	Spectrogram 1	1	5179.442	5188.467	4748.7	9934.9	Bird	
529	Spectrogram 1	1	5181.473	5187.875	2823.5	6160.4	Bird	
530	Spectrogram 1	1	5183.04	5229.826	334.9	5133.7	Bird	
531	Spectrogram 1	1	5184.918	5199.71	6204.9	14751.2	Other animal	
532	Spectrogram 1	1	5186.82	5195.845	0	13841.9	Bird	
533	Spectrogram 1	1	5196.21	5229.235	4911.6	12055.8	Bird	
534	Spectrogram 1	1	5200.271	5234.082	558.1	12725.6	Bird	
535	Spectrogram 1	1	5209.43	5228.912	5268.3	14868.3	Other animal	
536	Spectrogram 1	1	5212.101	5222.345	0	1668.4	Bird	
537	Spectrogram 1	1	5221.918	5224.235	0	10524.1	Bird	
538	Spectrogram 1	1	5227.406	5230.15	1339.5	8707	Bird	
539	Spectrogram 1	1	5232.021	5257.722	5502.4	14985.4	Other animal	
540	Spectrogram 1	1	5233.643	5247.57	4748.7	12948.8	Bird	
541	Spectrogram 1	1	5234.924	5251.777	334.9	5005.3	Bird	
542	Spectrogram 1	1	5235.168	5251.326	781.4	11162.8	Bird	
543	Spectrogram 1	1	5244.369	5246.015	641.7	5133.7	Bird	
544	Spectrogram 1	1	5251.034	5288.412	669.8	13953.5	Bird	
545	Spectrogram 1	1	5255.485	5271.887	446.5	4492	Bird	
546	Spectrogram 1	1	5260.887	5265.918	5151.2	15570.7	Other animal	
547	Spectrogram 1	1	5275.302	5277.406	1155.1	7700.5	Bird	
548	Spectrogram 1	1	5276.802	5300.857	4800	15219.5	Other animal	
549	Spectrogram 1	1	5277.375	5288.564	446.5	4492	Bird	
550	Spectrogram 1	1	5287.68	5290.729	446.5	9488.4	Bird	
551	Spectrogram 1	1	5292.07	5293.656	4911.6	9934.9	Bird	
552	Spectrogram 1	1	5294.436	5344.253	0	14246	Bird	
553	Spectrogram 1	1	5297.424	5300.534	0	9488.4	Bird	
554	Spectrogram 1	1	5302.058	5304.924	0	4107	Bird	
555	Spectrogram 1	1	5303.875	5308.265	5736.6	16156.1	Other animal	
556	Spectrogram 1	1	5305.29	5308.521	0	9376.7	Bird	
557	Spectrogram 1	1	5306.326	5314.924	3721.9	9711.6	Bird	
558	Spectrogram 1	1	5312.912	5315.473	0	3907	Buzz	
559	Spectrogram 1	1	5318.857	5321.235	4492	11037.4	Bird	
560	Spectrogram 1	1	5321.235	5329.832	5023.3	12962.6	Bird	
561	Spectrogram 1	1	5321.344	5324.088	4331.7	15687.8	Other animal	
562	Spectrogram 1	1	5322.333	5326.54	412.5	4207.8	Bird	
563	Spectrogram 1	1	5327.729	5331.143	0	10939.5	Bird	
564	Spectrogram 1	1	5329.485	5333.509	5736.6	15219.5	Other animal	
565	Spectrogram 1	1	5336.204	5340.046	0	10269.8	Bird	
566	Spectrogram 1	1	5340.79	5369.418	5502.4	16273.2	Other animal	
567	Spectrogram 1	1	5347.034	5350.509	558.1	4353.5	Bird	
568	Spectrogram 1	1	5348.436	5361.424	781.4	8260.5	Bird	
569	Spectrogram 1	1	5362.887	5379.595	893	9265.1	Bird	
570	Spectrogram 1	1	5373.808	5387.802	5619.5	16390.2	Other animal	
571	Spectrogram 1	1	5375.814	5380.204	0	10158.1	Bird	
572	Spectrogram 1	1	5381.363	5384.96	0	5693	Bird	
573	Spectrogram 1	1	5384.778	5390.265	781.4	6417.1	Bird	
574	Spectrogram 1	1	5385.631	5390.113	1796.8	9625.7	Bird	
575	Spectrogram 1	1	5386.973	5390.57	0	2009.3	Bird	
576	Spectrogram 1	1	5391.46	5418.533	5268.3	16975.6	Other animal	
577	Spectrogram 1	1	5395.631	5400.143	1004.7	7144.2	Bird	
578	Spectrogram 1	1	5396.729	5402.339	0	9823.3	Bird	
579	Spectrogram 1	1	5407.375	5455.241	5134.9	7814	Bird	
580	Spectrogram 1	1	5408.778	5428.351	0	14400	Bird	
581	Spectrogram 1	1	5419.96	5423.253	4800	16858.5	Other animal	
582	Spectrogram 1	1	5427.497	5456.314	893	5804.7	Bird	low
583	Spectrogram 1	1	5428.741	5439.442	4917.1	15570.7	Other animal	
584	Spectrogram 1	1	5451.469	5488.741	5619.5	15219.5	Other animal	
585	Spectrogram 1	1	5456.375	5459.607	0	9711.6	Bird	
586	Spectrogram 1	1	5459.009	5470.991	5133.7	12834.2	Bird	
587	Spectrogram 1	1	5459.607	5471.253	0	10158.1	Bird	
588	Spectrogram 1	1	5467.656	5471.131	0	9265.1	Bird	
589	Spectrogram 1	1	5471.558	5503.021	1116.3	7814	Bird	
590	Spectrogram 1	1	5477.29	5480.643	3593	8727.9	Bird	
591	Spectrogram 1	1	5485.217	5489.851	1004.7	7590.7	Bird	
592	Spectrogram 1	1	5487.9	5490.339	5023.3	8260.5	Bird	
593	Spectrogram 1	1	5494.503	5504.07	6204.9	15804.9	Other animal	
594	Spectrogram 1	1	5506.128	5511.341	5209.8	15161	Other animal	
595	Spectrogram 1	1	5507.656	5558.668	558.1	10381.4	Bird	
596	Spectrogram 1	1	5509.765	5557.875	5134.9	8707	Bird	
597	Spectrogram 1	1	5522.591	5525.061	4975.6	16800	Other animal	
598	Spectrogram 1	1	5538.094	5551.997	6439	17092.7	Other animal	
599	Spectrogram 1	1	5560.192	5600.717	0	11051.2	Bird	
600	Spectrogram 1	1	5561.692	5582.052	4565.9	16156.1	Other animal	
601	Spectrogram 1	1	5585.253	5590.558	4331.7	15922	Other animal	
602	Spectrogram 1	1	5592.424	5596.082	0	3125.6	Bird	
603	Spectrogram 1	1	5593.027	5613.698	4448.8	17678	Other animal	
604	Spectrogram 1	1	5599.009	5632.326	5134.9	9934.9	Bird	
605	Spectrogram 1	1	5600.741	5655.802	1116.3	6545.5	Bird	low
606	Spectrogram 1	1	5619.186	5622.844	6907.3	17561	Other animal	
607	Spectrogram 1	1	5632.54	5637.296	5970.7	19200	Other animal	
608	Spectrogram 1	1	5634.034	5639.46	0	2053.5	Bird	
609	Spectrogram 1	1	5637.662	5644.521	6556.1	21190.2	Other animal	
610	Spectrogram 1	1	5638.18	5640.68	0	5358.1	Buzz	
611	Spectrogram 1	1	5640.985	5668.851	6139.5	9823.3	Bird	
612	Spectrogram 1	1	5641.351	5653.18	0	2181.8	Bird	
613	Spectrogram 1	1	5652.57	5656.412	6731.7	17619.5	Other animal	
614	Spectrogram 1	1	5655.558	5699.46	0	11497.7	Bird	low
615	Spectrogram 1	1	5658.027	5687.387	0	1925.1	Bird	
616	Spectrogram 1	1	5660.344	5662.722	7024.4	17092.7	Other animal	
617	Spectrogram 1	1	5665.802	5672.906	0	9376.7	Buzz	
618	Spectrogram 1	1	5680.863	5715.814	5647.1	9488.4	Bird	
619	Spectrogram 1	1	5685.42	5695.39	8195.1	17561	Other animal	
620	Spectrogram 1	1	5699.082	5715.058	0	4507	Buzz	
621	Spectrogram 1	1	5701.582	5754.143	558.1	7479.1	Bird	
622	Spectrogram 1	1	5702.161	5704.082	513.4	7058.8	Bird	
623	Spectrogram 1	1	5706.552	5708.655	385	6809.3	Bird	
624	Spectrogram 1	1	5709.201	5717.707	5268.3	17795.1	Other animal	
625	Spectrogram 1	1	5716.064	5718.076	0	5005.3	Bird	
626	Spectrogram 1	1	5720.778	5759.07	5358.1	9934.9	Bird	
627	Spectrogram 1	1	5720.872	5725.445	7434.1	17385.4	Other animal	
628	Spectrogram 1	1	5741.359	5753.433	6790.2	16507.3	Other animal	
629	Spectrogram 1	1	5755.119	5768.387	558.1	7957.2	Bird	
630	Spectrogram 1	1	5759.286	5798.707	7258.5	16858.5	Other animal	
631	Spectrogram 1	1	5760.095	5770.765	5916.3	9934.9	Bird	
632	Spectrogram 1	1	5767.656	5811.863	0	8148.8	Bird	low
633	Spectrogram 1	1	5768.082	5778.143	1092.7	12449.2	Bird	
634	Spectrogram 1	1	5781.497	5784.851	669.8	9153.5	Bird	
635	Spectrogram 1	1	5784.729	5787.229	558.1	10493	Bird	
636	Spectrogram 1	1	5785.217	5789.18	6139.5	10046.5	Bird	
637	Spectrogram 1	1	5788.143	5792.839	669.8	9600	Bird	
638	Spectrogram 1	1	5791.863	5795.156	446.5	8260.5	Bird	
639	Spectrogram 1	1	5795.887	5802.473	0	8483.7	Bird	
640	Spectrogram 1	1	5800.683	5816.872	5619.5	17678	Other animal	
641	Spectrogram 1	1	5802.717	5806.655	446.5	3683.7	Bird	
642	Spectrogram 1	1	5806.619	5819.826	0	6586	Buzz	
643	Spectrogram 1	1	5812.692	5815.619	669.8	7814	Bird	
644	Spectrogram 1	1	5819.46	5857.692	446.5	4353.5	Bird	
645	Spectrogram 1	1	5821.811	5825.378	5151.2	16390.2	Other animal	
646	Spectrogram 1	1	5823.119	5867.296	669.8	12055.8	Bird	
647	Spectrogram 1	1	5831.597	5834.524	6439	17561	Other animal	
648	Spectrogram 1	1	5841.75	5846.231	6322	17795.1	Other animal	
649	Spectrogram 1	1	5864.341	5878.244	5970.7	15804.9	Other animal	
650	Spectrogram 1	1	5867.302	5888.095	669.8	11609.3	Bird	
651	Spectrogram 1	1	5874.589	5887.485	385	3978.6	Bird	
652	Spectrogram 1	1	5889.924	5912.241	781.4	11386	Bird	
653	Spectrogram 1	1	5890.92	5894.945	6439	15687.8	Other animal	
654	Spectrogram 1	1	5892.699	5903.491	770.1	5903.7	Bird	
655	Spectrogram 1	1	5900.798	5905.189	5736.6	17678	Other animal	
656	Spectrogram 1	1	5910.768	5918.908	3980.5	15219.5	Other animal	
657	Spectrogram 1	1	5917.424	5935.021	558.1	9711.6	Bird	
658	Spectrogram 1	1	5926.042	5930.707	3980.5	16039	Other animal	
659	Spectrogram 1	1	5936.195	5950.646	2926.8	16390.2	Other animal	
660	Spectrogram 1	1	5941.439	5975.723	781.4	11051.2	Bird	
661	Spectrogram 1	1	5941.714	5947.384	1026.7	8213.9	Bird	
662	Spectrogram 1	1	5946.79	5972.095	558.1	3907	Bird	
663	Spectrogram 1	1	5954.701	5960.83	256.7	9882.4	Bird	
664	Spectrogram 1	1	5976.869	5999.003	558.1	10939.5	Bird	
665	Spectrogram 1	1	5977.174	5998.942	558.1	3683.7	Bird	
666	Spectrogram 1	1	5989.207	6012.256	4800	17326.8	Other animal	
667	Spectrogram 1	1	6004.491	6012.54	781.4	8372.1	Bird	
668	Spectrogram 1	1	6004.918	6013.089	781.4	3795.3	Bird	
669	Spectrogram 1	1	6022.683	6026.25	4097.6	16741.5	Other animal	
670	Spectrogram 1	1	6025.869	6034.04	558.1	4620.3	Bird	
671	Spectrogram 1	1	6034.939	6041.707	7961	21190.2	Other animal	
672	Spectrogram 1	1	6036.503	6091.442	558.1	6809.3	Bird	low
673	Spectrogram 1	1	6042.576	6047.21	558.1	3795.3	Bird	
674	Spectrogram 1	1	6044.231	6055.39	4682.9	16975.6	Other animal	
675	Spectrogram 1	1	6063.622	6084.75	4097.6	15453.7	Other animal	
676	Spectrogram 1	1	6068.552	6075.32	0	4800	Buzz	
677	Spectrogram 1	1	6075.351	6090.832	669.8	4911.6	Bird	
678	Spectrogram 1	1	6083.332	6102.101	5469.8	9376.7	Bird	
679	Spectrogram 1	1	6090.878	6111.823	4800	15687.8	Other animal	
680	Spectrogram 1	1	6091.247	6123.381	781.4	7925.6	Bird	low
681	Spectrogram 1	1	6095.991	6121.18	385	9600	Bird	
682	Spectrogram 1	1	6123.174	6128.113	0	7032.6	Bird	
683	Spectrogram 1	1	6124.134	6157.427	6204.9	19200	Other animal	
684	Spectrogram 1	1	6127.076	6128.601	5804.7	9265.1	Bird	
685	Spectrogram 1	1	6128.632	6144.863	558.1	7479.1	Bird	
686	Spectrogram 1	1	6134.515	6153.034	6027.9	10716.3	Bird	
687	Spectrogram 1	1	6136.204	6145.29	3983	7557.4	Bird	
688	Spectrogram 1	1	6144.314	6163.826	510.6	5821.3	Bird	low
689	Spectrogram 1	1	6147.699	6156.692	0	4697.9	Buzz	
690	Spectrogram 1	1	6160.29	6163.034	3880.9	7251.1	Bird	
691	Spectrogram 1	1	6162.851	6173.277	5923.4	10417	Bird	
692	Spectrogram 1	1	6163.521	6185.107	408.5	7443.9	Bird	
693	Spectrogram 1	1	6171.329	6180.384	5502.4	16273.2	Other animal	
694	Spectrogram 1	1	6175.534	6177.881	4902.1	8984	Bird	
695	Spectrogram 1	1	6176.875	6179.07	6802.1	11165.8	Bird	
696	Spectrogram 1	1	6177.363	6185.29	510.6	3676.6	Bird	
697	Spectrogram 1	1	6183.494	6220.957	5268.3	15922	Other animal	
698	Spectrogram 1	1	6183.521	6185.534	5208.5	8680.9	Bird	
699	Spectrogram 1	1	6185.082	6189.107	817	7251.1	Bird	low
700	Spectrogram 1	1	6188.314	6193.558	612.8	3472.3	Bird	
701	Spectrogram 1	1	6188.863	6193.375	612.8	9293.6	Bird	
702	Spectrogram 1	1	6195.076	6203.948	612.8	9497.3	Bird	
703	Spectrogram 1	1	6197.521	6200.204	0	2553.2	Buzz	
704	Spectrogram 1	1	6198.802	6200.631	5617	8578.7	Bird	
705	Spectrogram 1	1	6199.832	6204.046	510.6	4289.4	Bird	
706	Spectrogram 1	1	6201.57	6204.223	641.7	9240.6	Bird	
707	Spectrogram 1	1	6204.046	6206.485	0	4902.1	Buzz	
708	Spectrogram 1	1	6206.119	6211.912	510.6	9395.7	Bird	
709	Spectrogram 1	1	6208.07	6213.741	714.9	3472.3	Bird	
710	Spectrogram 1	1	6213.192	6217.521	714.9	9702.1	Bird	
711	Spectrogram 1	1	6217.125	6231.851	919.1	9497.9	Bird	
712	Spectrogram 1	1	6224.259	6241.851	817	10008.5	Bird	
713	Spectrogram 1	1	6232.619	6245.561	3336.6	17034.1	Other animal	
714	Spectrogram 1	1	6233.131	6236.058	0	5208.5	Buzz	
715	Spectrogram 1	1	6239.393	6248.966	5974.5	9957.4	Bird	
716	Spectrogram 1	1	6240.997	6243.375	0	4902.1	Buzz	
717	Spectrogram 1	1	6241.863	6296.375	817	6229.8	Bird	low
718	Spectrogram 1	1	6242.412	6250.216	714.9	4289.4	Bird	
719	Spectrogram 1	1	6249.302	6251.314	0	3880.9	Buzz	
720	Spectrogram 1	1	6249.768	6253.518	5385.4	15687.8	Other animal	
721	Spectrogram 1	1	6252.899	6259.546	817	4697.9	Bird	
722	Spectrogram 1	1	6257.899	6262.534	0	3042.3	Buzz	
723	Spectrogram 1	1	6259.92	6267.786	4214.6	14400	Other animal	
724	Spectrogram 1	1	6265.155	6273.021	5821.3	9600	Bird	
725	Spectrogram 1	1	6266.07	6272.046	817	5208.5	Bird	
726	Spectrogram 1	1	6273.265	6280.521	0	1802.8	Buzz	
727	Spectrogram 1	1	6273.274	6284.707	7141.5	15570.7	Other animal	
728	Spectrogram 1	1	6274.912	6278.326	817	3676.6	Bird	
729	Spectrogram 1	1	6281.619	6286.924	408.5	4595.7	Bird	
730	Spectrogram 1	1	6286.253	6290.643	0	2246.8	Buzz	
731	Spectrogram 1	1	6297.082	6349.094	408.5	10212.8	Bird	low
732	Spectrogram 1	1	6301.225	6305.524	4097.6	17092.7	Other animal	
733	Spectrogram 1	1	6313.607	6332.143	408.5	5208.5	Bird	
734	Spectrogram 1	1	6316.317	6345.585	5268.3	16858.5	Other animal	
735	Spectrogram 1	1	6317.692	6320.497	2553.2	7966	Bird	c
736	Spectrogram 1	1	6321.777	6339.46	4697.9	10927.7	Bird	
737	Spectrogram 1	1	6327.326	6333.424	2961.7	6229.8	Bird	
738	Spectrogram 1	1	6333.424	6340.131	0	10816.9	Buzz	
739	Spectrogram 1	1	6337.997	6344.155	2438.5	6229.8	Bird	
740	Spectrogram 1	1	6348.338	6355.168	2042.6	5903.7	Bird	
741	Spectrogram 1	1	6350.497	6354.948	754.7	4635.6	Bird	
742	Spectrogram 1	1	6355.594	6361.387	510.6	13583	Bird	
743	Spectrogram 1	1	6357.521	6363.466	3746.3	14282.9	Other animal	
744	Spectrogram 1	1	6360.351	6368.643	612.8	4085.1	Bird	low
745	Spectrogram 1	1	6367.576	6373.429	565.5	10471.9	Bird	
746	Spectrogram 1	1	6371.158	6435.274	4800	15570.7	Other animal	
747	Spectrogram 1	1	6373.156	6376.631	477.6	4179.1	Bird	
748	Spectrogram 1	1	6376.265	6393.46	4800	9089.4	Bird	
749	Spectrogram 1	1	6376.509	6381.509	510.6	15829.8	Bird	
750	Spectrogram 1	1	6380.655	6389.924	612.8	5004.3	Bird	low
751	Spectrogram 1	1	6388.887	6414.625	306.4	12459.6	Bird	
752	Spectrogram 1	1	6389.253	6401.631	408.5	3574.5	Bird	
753	Spectrogram 1	1	6395.838	6399.009	6178.7	8731.9	Bird	
754	Spectrogram 1	1	6401.912	6432.094	5004.3	9906.4	Bird	
755	Spectrogram 1	1	6405.082	6409.168	714.9	3574.5	Bird	
756	Spectrogram 1	1	6414.229	6421.363	510.6	5617	Bird	low
757	Spectrogram 1	1	6420.326	6425.021	817	12459.6	Bird	
758	Spectrogram 1	1	6424.777	6428.131	1021.3	4697.9	Bird	
759	Spectrogram 1	1	6427.887	6469.93	510.6	5821.3	Bird	
760	Spectrogram 1	1	6431.256	6432.902	898.4	4492	Bird	
761	Spectrogram 1	1	6438.201	6443.506	3278	14282.9	Other animal	
762	Spectrogram 1	1	6442.277	6444.777	2348.9	6127.7	Bird	
763	Spectrogram 1	1	6444.701	6451.469	385	12064.2	Bird	
