Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Sound category	Additional information
29	Spectrogram 1	1	249.659	271.183	3157.9	7560	Bird	
30	Spectrogram 1	1	252.043	295.183	842.1	4210.5	Bird	low
31	Spectrogram 1	1	277.988	307.805	3052.6	7473.7	Bird	
32	Spectrogram 1	1	295.061	299.451	0	6985.9	Buzz	
33	Spectrogram 1	1	297.683	301.616	6120	16800	Other animal	
34	Spectrogram 1	1	298.994	311.616	1263.2	4000	Bird	low
35	Spectrogram 1	1	300	311.646	0	3263.2	Other animal	
36	Spectrogram 1	1	307.744	378.536	6360	16920	Other animal	
37	Spectrogram 1	1	312.72	314.671	1000	4684.2	Bird	
38	Spectrogram 1	1	316.988	319.793	0	2315.8	Other animal	
39	Spectrogram 1	1	321.073	325.342	3263.2	8280	Bird	
40	Spectrogram 1	1	321.683	324.122	315.8	2947.4	Bird	low
41	Spectrogram 1	1	330.585	332.963	631.6	3894.7	Bird	
42	Spectrogram 1	1	333.756	350.463	2842.1	7368.4	Bird	
43	Spectrogram 1	1	336.988	339.854	736.8	4000	Bird	
44	Spectrogram 1	1	347.11	362.11	1052.6	3473.7	Bird	
45	Spectrogram 1	1	356.683	359.793	0	5473.7	Buzz	
46	Spectrogram 1	1	359.488	368.726	0	2000	Other animal	
47	Spectrogram 1	1	365.866	373.061	947.4	3684.2	Bird	
48	Spectrogram 1	1	376.104	388.116	0	2315.8	Other animal	
49	Spectrogram 1	1	378.408	402.28	5520	17040	Other animal	
50	Spectrogram 1	1	382.201	385.067	0	7368.4	Buzz	
51	Spectrogram 1	1	390.774	396.445	0	2631.6	Other animal	
52	Spectrogram 1	1	419.841	426.152	0	3120	Buzz	
53	Spectrogram 1	1	428.713	439.963	5760	15960	Other animal	
54	Spectrogram 1	1	443.091	470.262	0	2631.6	Other animal	
55	Spectrogram 1	1	449.53	492.701	3263.2	7920	Bird	
56	Spectrogram 1	1	475.384	487.457	0	2947.4	Other animal	
57	Spectrogram 1	1	495.445	497.762	0	2526.3	Other animal	
58	Spectrogram 1	1	496.652	653.96	4320	16680	Other animal	
59	Spectrogram 1	1	499.262	501.823	631.6	4526.3	Bird	low
60	Spectrogram 1	1	500.726	504.811	0	2210.5	Other animal	
61	Spectrogram 1	1	504.262	508.165	2315.8	7263.2	Bird	
62	Spectrogram 1	1	511.518	540.726	0	2526.3	Other animal	
63	Spectrogram 1	1	518.409	523.104	3052.6	8400	Bird	
64	Spectrogram 1	1	537.86	541.091	2947.4	9000	Bird	
65	Spectrogram 1	1	540.787	550.512	0	13894.7	Other animal	
66	Spectrogram 1	1	548.713	552.799	3789.5	8160	Bird	
67	Spectrogram 1	1	550.488	606.86	0	2315.8	Other animal	
68	Spectrogram 1	1	567.896	573.354	3578.9	9600	Bird	
69	Spectrogram 1	1	577.713	580.03	0	6210.5	Buzz	
70	Spectrogram 1	1	591.067	594.482	3368.4	8640	Bird	
71	Spectrogram 1	1	608.055	645.525	0	2315.8	Other animal	
72	Spectrogram 1	1	619.884	622.933	0	5157.9	Buzz	
73	Spectrogram 1	1	621.409	625.311	3473.7	8760	Bird	
74	Spectrogram 1	1	635.067	640.22	3263.2	8315.8	Bird	
75	Spectrogram 1	1	638.055	641.104	1684.2	8450.7	Bird	
76	Spectrogram 1	1	645.372	672.872	0	15000	Other animal	
77	Spectrogram 1	1	653.923	692.978	4200	17280	Other animal	
78	Spectrogram 1	1	659.994	663.634	2947.4	8520	Bird	
79	Spectrogram 1	1	666.64	668.774	421.1	5052.6	Bird	
80	Spectrogram 1	1	669.018	672.86	0	7052.6	Buzz	
81	Spectrogram 1	1	672.591	726.86	0	2421.1	Other animal	
82	Spectrogram 1	1	672.591	676.921	3157.9	7473.7	Bird	
83	Spectrogram 1	1	687.348	691.189	3368.4	6842.1	Bird	
84	Spectrogram 1	1	697.003	734.96	5040	17400	Other animal	
85	Spectrogram 1	1	703.811	708.018	3789.5	7578.9	Bird	
86	Spectrogram 1	1	726.835	742.201	0	12600	Other animal	
87	Spectrogram 1	1	728.482	732.018	3157.9	6631.6	Bird	
88	Spectrogram 1	1	736.204	815.96	2760	17760	Other animal	
89	Spectrogram 1	1	741.652	743.726	0	10947.4	Buzz	
90	Spectrogram 1	1	743.787	774.152	0	3894.7	Other animal	
91	Spectrogram 1	1	744.64	749	3052.6	8160	Bird	
92	Spectrogram 1	1	765.677	769.854	3157.9	7680	Bird	
93	Spectrogram 1	1	781.994	786.683	3157.9	8280	Bird	
94	Spectrogram 1	1	784.616	795.652	0	3789.5	Buzz	
95	Spectrogram 1	1	804.25	807.969	0	7263.2	Buzz	
96	Spectrogram 1	1	807.238	811.719	3157.9	9600	Bird	
97	Spectrogram 1	1	811.567	814.067	0	6526.3	Buzz	
98	Spectrogram 1	1	815.741	862.021	3120	18000	Other animal	
99	Spectrogram 1	1	819.524	823.122	0	9157.9	Buzz	
100	Spectrogram 1	1	829.86	832.421	3263.2	8421.1	Bird	
101	Spectrogram 1	1	837.884	843.067	631.6	5473.7	Bird	low
102	Spectrogram 1	1	841.848	846.299	0	3943.7	Buzz	
103	Spectrogram 1	1	846.482	850.018	3157.9	6947.4	Bird	
104	Spectrogram 1	1	865.567	869.713	3105.3	7210.5	Bird	
105	Spectrogram 1	1	871.442	893.667	3600	17160	Other animal	
106	Spectrogram 1	1	877.091	880.872	2631.6	8315.8	Bird	
107	Spectrogram 1	1	880.085	942.86	526.3	5280	Bird	low
108	Spectrogram 1	1	895.277	977.503	3480	16800	Other animal	
109	Spectrogram 1	1	895.299	899.841	3684.2	8160	Bird	
110	Spectrogram 1	1	907.128	916.518	0	2421.1	Bird	
111	Spectrogram 1	1	926.762	931.396	3368.4	7800	Bird	
112	Spectrogram 1	1	943.018	996.86	526.3	4315.8	Bird	
113	Spectrogram 1	1	955.213	966.433	0	3578.9	Buzz	
114	Spectrogram 1	1	977.603	1103.42	3182.3	16972.4	Other animal	
115	Spectrogram 1	1	982.774	986.494	0	4736.8	Buzz	
116	Spectrogram 1	1	991.921	996.799	0	4631.6	Bird	
117	Spectrogram 1	1	996.774	1050.86	1000	4473.7	Bird	
118	Spectrogram 1	1	1003.909	1013.116	0	6947.4	Buzz	
119	Spectrogram 1	1	1012.506	1016.165	1060.8	8486.2	Bird	low
120	Spectrogram 1	1	1012.689	1032.628	421.1	5789.5	Bird	
121	Spectrogram 1	1	1046.774	1049.213	0	6526.3	Bird	low
122	Spectrogram 1	1	1050.591	1074.006	663	4421.1	Bird	low
123	Spectrogram 1	1	1079.905	1105.027	1263.2	5789.5	Bird	low
124	Spectrogram 1	1	1111.286	1148.292	3447.5	16972.4	Other animal	
125	Spectrogram 1	1	1114.966	1123.93	530.4	4105.3	Bird	low
126	Spectrogram 1	1	1127.649	1129.479	631.6	4105.3	Bird	
127	Spectrogram 1	1	1144.729	1165.308	1052.6	5368.4	Bird	low
128	Spectrogram 1	1	1149.847	1232.219	3049.7	17635.4	Other animal	
129	Spectrogram 1	1	1168.418	1186.588	947.4	5473.7	Bird	low; background noise
130	Spectrogram 1	1	1173.052	1176.04	0	5368.4	Buzz	
131	Spectrogram 1	1	1186.747	1205.832	526.3	5473.7	Bird	
132	Spectrogram 1	1	1205.344	1208.576	0	6736.8	Buzz	
133	Spectrogram 1	1	1208.393	1222.784	421.1	5368.4	Bird	low
134	Spectrogram 1	1	1223.271	1227.844	0	4421.1	Buzz	
135	Spectrogram 1	1	1227.174	1240.588	736.8	4947.4	Bird	
136	Spectrogram 1	1	1232.128	1324.378	3049.7	18033.1	Other animal	
137	Spectrogram 1	1	1240.198	1294.588	631.6	5052.6	Bird	
138	Spectrogram 1	1	1294.594	1348.588	631.6	5052.6	Bird	
139	Spectrogram 1	1	1308.863	1320.357	0	4947.4	Buzz	
140	Spectrogram 1	1	1324.808	1327.247	0	6105.3	Buzz	
141	Spectrogram 1	1	1326.573	1384.927	4375.7	16044.2	Other animal	
142	Spectrogram 1	1	1348.655	1387.588	526.3	5578.9	Bird	
143	Spectrogram 1	1	1385.439	1540.945	4375.7	16442	Other animal	
144	Spectrogram 1	1	1398.881	1445.283	530.4	5578.9	Bird	
145	Spectrogram 1	1	1424.918	1427.723	0	4315.8	Buzz	
146	Spectrogram 1	1	1445.326	1485.052	795.6	5631.6	Bird	
147	Spectrogram 1	1	1471.698	1487.613	0	11368.4	Buzz	
148	Spectrogram 1	1	1493.515	1517.387	421.1	5894.7	Bird	low
149	Spectrogram 1	1	1517.253	1518.899	2789.5	9000	Bird	
150	Spectrogram 1	1	1522.021	1530.07	631.6	5473.7	Bird	
151	Spectrogram 1	1	1529.582	1532.936	0	4736.8	Buzz	
152	Spectrogram 1	1	1537.082	1548.424	526.3	4315.8	Bird	low
153	Spectrogram 1	1	1542.271	1564.908	4309.4	16640.9	Other animal	
154	Spectrogram 1	1	1549.033	1551.924	1157.9	6210.5	Bird	
155	Spectrogram 1	1	1552.18	1564.68	736.8	6210.5	Bird	low
156	Spectrogram 1	1	1570.213	1657.158	3182.3	16839.8	Other animal	
157	Spectrogram 1	1	1571.57	1574.375	0	5157.9	Bird	low
158	Spectrogram 1	1	1582.302	1598.582	526.3	6526.3	Bird	low
159	Spectrogram 1	1	1602.973	1605.655	631.6	3684.2	Bird	
160	Spectrogram 1	1	1604.216	1608.241	1263.2	7368.4	Bird	
161	Spectrogram 1	1	1611.485	1629.168	1052.6	6210.5	Bird	
162	Spectrogram 1	1	1624.229	1628.802	0	4631.6	Buzz	
163	Spectrogram 1	1	1629.533	1632.765	1789.5	9052.6	Bird	
164	Spectrogram 1	1	1632.216	1638.07	0	4315.8	Buzz	
165	Spectrogram 1	1	1657.707	1810.561	3447.5	17768	Other animal	
166	Spectrogram 1	1	1681.094	1684.753	0	7789.5	Buzz	
167	Spectrogram 1	1	1699.021	1709.326	0	4842.1	Bird	
168	Spectrogram 1	1	1737.594	1742.96	526.3	7157.9	Bird	low
169	Spectrogram 1	1	1745.338	1750.399	0	4736.8	Bird	
170	Spectrogram 1	1	1752.412	1755.887	0	4421.1	Buzz	
171	Spectrogram 1	1	1788.18	1795.314	1263.2	5894.7	Bird	low
172	Spectrogram 1	1	1793.302	1801.29	0	4421.1	Bird	
173	Spectrogram 1	1	1813.762	1857.573	3049.7	18298.3	Other animal	
174	Spectrogram 1	1	1818.826	1827.424	842.1	6000	Bird	low
175	Spectrogram 1	1	1864.981	1953.39	2519.3	18430.9	Other animal	
176	Spectrogram 1	1	1872.302	1881.143	0	6631.6	Buzz	
177	Spectrogram 1	1	1884.68	1893.155	842.1	6105.3	Bird	low
178	Spectrogram 1	1	1925.143	1969.643	0	3684.2	Bird	
179	Spectrogram 1	1	1953.902	2031.006	2254.1	18563.5	Other animal	
180	Spectrogram 1	1	1971.674	2043.308	0	4105.3	Bird	
181	Spectrogram 1	1	2025.893	2029.674	0	6000	Buzz	
182	Spectrogram 1	1	2030.878	2190.719	2254.1	18961.3	Other animal	
183	Spectrogram 1	1	2046.454	2054.991	421.1	6210.5	Bird	low
184	Spectrogram 1	1	2084.625	2087.613	0	8315.8	Buzz	
185	Spectrogram 1	1	2092.308	2095.052	0	8736.8	Buzz	
186	Spectrogram 1	1	2106.979	2110.088	0	6105.3	Buzz	
187	Spectrogram 1	1	2114.113	2120.881	631.6	6210.5	Bird	low
188	Spectrogram 1	1	2137.893	2142.527	0	8842.1	Buzz	
189	Spectrogram 1	1	2180.857	2187.991	0	6105.3	Buzz	
190	Spectrogram 1	1	2190.5	2333.695	2651.9	19226.5	Other animal	
191	Spectrogram 1	1	2198.418	2211.527	631.6	5263.2	Bird	low
192	Spectrogram 1	1	2206.162	2210.064	0	3473.7	Buzz	
193	Spectrogram 1	1	2215.783	2217.942	2187.8	6828.7	Bird	low
194	Spectrogram 1	1	2219.735	2236.747	0	4842.1	Buzz	
195	Spectrogram 1	1	2237.052	2265.527	421.1	4631.6	Bird	low
196	Spectrogram 1	1	2265.137	2309.893	526.3	5473.7	Bird	low
197	Spectrogram 1	1	2314.198	2324.198	842.1	6105.3	Bird	low
198	Spectrogram 1	1	2335.799	2355.372	3447.5	18430.9	Other animal	
199	Spectrogram 1	1	2349.076	2354.686	631.6	5894.7	Bird	low
200	Spectrogram 1	1	2355.418	2358.893	0	7157.9	Buzz	
201	Spectrogram 1	1	2358.171	2447.585	4110.5	18430.9	Other animal	
202	Spectrogram 1	1	2368.686	2371.064	315.8	8736.8	Bird	low
203	Spectrogram 1	1	2379.601	2383.015	0	6947.4	Buzz	
204	Spectrogram 1	1	2382.344	2408.503	526.3	6000	Bird	low
205	Spectrogram 1	1	2439.332	2465.918	736.8	6105.3	Bird	
206	Spectrogram 1	1	2449.963	2515.177	3845.3	18298.3	Other animal	
207	Spectrogram 1	1	2460.308	2473.113	2000	7823.2	Bird	
208	Spectrogram 1	1	2465.491	2496.283	0	6526.3	Buzz	
209	Spectrogram 1	1	2480.125	2487.747	663	6842.1	Bird	
210	Spectrogram 1	1	2498.881	2503.942	0	3578.9	Buzz	
211	Spectrogram 1	1	2504.491	2522.479	1684.2	6947.4	Bird	es
212	Spectrogram 1	1	2514.957	2601.39	4243.1	18298.3	Other animal	
213	Spectrogram 1	1	2516.137	2522.722	0	4842.1	Buzz	
214	Spectrogram 1	1	2525.101	2528.028	3314.9	13157.9	Bird	
215	Spectrogram 1	1	2535.527	2549.186	0	5894.7	Buzz	
216	Spectrogram 1	1	2549.101	2553.247	1368.4	9016.6	Bird	low
217	Spectrogram 1	1	2568.491	2572.637	0	8631.6	Buzz	
218	Spectrogram 1	1	2584.405	2589.466	0	6947.4	Buzz	
219	Spectrogram 1	1	2595.259	2599.771	0	4526.3	Bird	
220	Spectrogram 1	1	2598.369	2604.832	0	6421.1	Buzz	
221	Spectrogram 1	1	2616.948	2689.671	3447.5	15381.2	Other animal	
222	Spectrogram 1	1	2626.954	2637.442	1157.9	6210.5	Bird	
223	Spectrogram 1	1	2639.21	2650.43	0	7368.4	Buzz	
224	Spectrogram 1	1	2650.649	2703.027	842.1	6526.3	Bird	
225	Spectrogram 1	1	2689.853	2770.853	3049.7	15513.8	Other animal	
226	Spectrogram 1	1	2707.332	2719.101	0	5052.6	Bird	
227	Spectrogram 1	1	2709.162	2758.43	842.1	6105.3	Bird	
228	Spectrogram 1	1	2722.332	2726.113	0	4631.6	Buzz	
229	Spectrogram 1	1	2733.552	2739.771	0	3473.7	Buzz	
230	Spectrogram 1	1	2747.637	2755.076	0	4210.5	Buzz	
231	Spectrogram 1	1	2757.857	2812.43	631.6	6210.5	Bird	
232	Spectrogram 1	1	2792.073	2925.39	4243.1	16442	Other animal	
233	Spectrogram 1	1	2805.722	2810.418	0	4526.3	Buzz	
234	Spectrogram 1	1	2812.222	2866.43	526.3	6000	Bird	
235	Spectrogram 1	1	2846.491	2850.576	0	5894.7	Bird	chiado
236	Spectrogram 1	1	2865.369	2870.247	0	6105.3	Bird	chiado
237	Spectrogram 1	1	2867.747	2912.686	736.8	6105.3	Bird	
238	Spectrogram 1	1	2872.015	2876.222	0	7157.9	Buzz	
239	Spectrogram 1	1	2885.521	2891.924	0	5473.7	Buzz	
240	Spectrogram 1	1	2892.274	2895.354	0	8105.3	Bird	chiado
241	Spectrogram 1	1	2920.71	2951.198	736.8	6000	Bird	low
242	Spectrogram 1	1	2925.353	2936.695	3977.9	17105	Other animal	
243	Spectrogram 1	1	2937.784	2942.601	0	7052.6	Bird	chiado
244	Spectrogram 1	1	2939.164	3028.122	3712.7	17105	Other animal	
245	Spectrogram 1	1	2969.162	2982.454	842.1	7157.9	Bird	
246	Spectrogram 1	1	2987.332	2991.235	842.1	6315.8	Bird	
247	Spectrogram 1	1	2990.381	3028.43	0	10315.8	Bird	
248	Spectrogram 1	1	2997.82	3001.601	947.4	6842.1	Bird	
249	Spectrogram 1	1	3008.521	3011.662	789.5	6157.9	Bird	
250	Spectrogram 1	1	3018.857	3022.576	736.8	8105.3	Bird	
251	Spectrogram 1	1	3019.04	3021.57	0	7662	Buzz	
252	Spectrogram 1	1	3025.991	3027.973	0	6105.3	Buzz	
253	Spectrogram 1	1	3038.366	3110.128	4375.7	19756.9	Other animal	
254	Spectrogram 1	1	3043.649	3047.186	842.1	5578.9	Bird	
255	Spectrogram 1	1	3046.942	3050.357	0	6947.4	Bird	low
256	Spectrogram 1	1	3061.82	3065.296	2842.1	7789.5	Bird	
257	Spectrogram 1	1	3071.271	3076.515	0	5894.7	Buzz	
258	Spectrogram 1	1	3077.796	3082.43	1368.4	6315.8	Bird	
259	Spectrogram 1	1	3097.283	3106.186	0	6736.8	Buzz	
260	Spectrogram 1	1	3102.68	3110.911	334.1	9414.4	Bird	
261	Spectrogram 1	1	3110.036	3128.238	4243.1	20287.3	Other animal	
262	Spectrogram 1	1	3111.43	3116.125	0	6315.8	Buzz	
263	Spectrogram 1	1	3116.735	3119.966	663	9547	Bird	
264	Spectrogram 1	1	3122.345	3141.003	526.3	10209.9	Bird	
265	Spectrogram 1	1	3148.381	3160.759	530.4	11535.9	Bird	
266	Spectrogram 1	1	3165.979	3182.869	736.8	12596.7	Bird	
267	Spectrogram 1	1	3170.183	3249.39	3977.9	17768	Other animal	
268	Spectrogram 1	1	3183.479	3235.905	421.1	14320.4	Bird	
269	Spectrogram 1	1	3199.271	3211.283	0	2947.4	Bird	
270	Spectrogram 1	1	3235.844	3302.814	315.8	15116	Bird	
271	Spectrogram 1	1	3243.442	3258.869	0	6736.8	Buzz	
272	Spectrogram 1	1	3249.536	3331.908	3580.1	18165.7	Other animal	
273	Spectrogram 1	1	3270.088	3274.418	0	5578.9	Buzz	
274	Spectrogram 1	1	3302.381	3308.113	0	7157.9	Buzz	
275	Spectrogram 1	1	3322.442	3326.101	0	6421.1	Bird	low
276	Spectrogram 1	1	3327.259	3339.454	0	4000	Bird	
277	Spectrogram 1	1	3331.908	3411.39	3712.7	18165.7	Other animal	
278	Spectrogram 1	1	3334.149	3358.674	842.1	8421.1	Bird	
279	Spectrogram 1	1	3337.759	3343.491	0	5157.9	Buzz	
280	Spectrogram 1	1	3361.759	3366.393	0	6947.4	Bird	low
281	Spectrogram 1	1	3367.674	3373.863	1368.4	6631.6	Bird	
282	Spectrogram 1	1	3372.369	3384.076	0	3578.9	Bird	
283	Spectrogram 1	1	3380.601	3384.991	0	4421.1	Buzz	
284	Spectrogram 1	1	3381.271	3387.064	1052.6	6105.3	Bird	
285	Spectrogram 1	1	3383.893	3410.479	2105.3	11473.7	Bird	
286	Spectrogram 1	1	3394.747	3398.405	1368.4	8000	Bird	
287	Spectrogram 1	1	3404.168	3408.619	1210.5	6578.9	Bird	
288	Spectrogram 1	1	3411.308	3516.866	3712.7	18563.5	Other animal	
289	Spectrogram 1	1	3415.832	3421.198	1894.7	5578.9	Bird	
290	Spectrogram 1	1	3419.674	3431.918	0	3263.2	Bird	
291	Spectrogram 1	1	3429.722	3433.259	1578.9	6105.3	Bird	
292	Spectrogram 1	1	3435.21	3437.832	0	6105.3	Bird	
293	Spectrogram 1	1	3443.625	3447.588	2000	6000	Bird	
294	Spectrogram 1	1	3443.655	3444.936	0	6631.6	Bird	
295	Spectrogram 1	1	3445.881	3447.893	0	8315.8	Buzz	
296	Spectrogram 1	1	3448.686	3454.296	0	6526.3	Bird	
297	Spectrogram 1	1	3454.479	3457.283	0	7368.4	Buzz	
298	Spectrogram 1	1	3455.149	3459.662	1052.6	7157.9	Bird	
299	Spectrogram 1	1	3465.82	3478.101	0	4105.3	Bird	
300	Spectrogram 1	1	3473.954	3483.771	0	7789.5	Buzz	
301	Spectrogram 1	1	3487.43	3492.448	530.4	5894.7	Bird	
302	Spectrogram 1	1	3493.832	3503.222	421.1	8000	Bird	
303	Spectrogram 1	1	3498.649	3523.405	395.1	5037	Bird	
304	Spectrogram 1	1	3523.32	3576.369	0	4839.5	Bird	
305	Spectrogram 1	1	3525.555	3601.981	2121.5	18696.1	Other animal	
306	Spectrogram 1	1	3577.076	3580.247	0	8000	Buzz	
307	Spectrogram 1	1	3583.357	3628.479	0	5333.3	Bird	
308	Spectrogram 1	1	3601.981	3630.427	1856.4	18828.7	Other animal	
309	Spectrogram 1	1	3628.308	3666.052	625	6375	Bird	low
310	Spectrogram 1	1	3634.284	3638.125	750	6375	Bird	
311	Spectrogram 1	1	3641.265	3654.527	4059.7	13373.1	Other animal	
312	Spectrogram 1	1	3654.467	3656.418	4375	14375	Bird	
313	Spectrogram 1	1	3658.131	3716.027	3462.7	16358.2	Other animal	
314	Spectrogram 1	1	3660.527	3663.088	4417.9	11820.9	Bird	
315	Spectrogram 1	1	3669.162	3675.869	1500	7500	Bird	
316	Spectrogram 1	1	3680.174	3686.235	875	6750	Bird	
317	Spectrogram 1	1	3686.174	3700.491	625	5125	Bird	
318	Spectrogram 1	1	3691.101	3704.028	5250	12125	Bird	
319	Spectrogram 1	1	3700.985	3703.607	293.7	5293.7	Bird	
320	Spectrogram 1	1	3702.93	3704.942	0	5000	Buzz	
321	Spectrogram 1	1	3707.211	3763.333	0	5625	Bird	low
322	Spectrogram 1	1	3707.93	3714.394	5375	12625	Bird	
323	Spectrogram 1	1	3709.251	3714.464	530.4	5834.3	Bird	
324	Spectrogram 1	1	3719.833	3721.784	5250	12750	Bird	
325	Spectrogram 1	1	3721.213	3807.518	4682.9	16975.6	Other animal	
326	Spectrogram 1	1	3721.461	3724.937	1396.8	5714.3	Bird	
327	Spectrogram 1	1	3729.235	3734.083	663	7292.8	Bird	
328	Spectrogram 1	1	3732.089	3734.223	5250	12500	Bird	
329	Spectrogram 1	1	3743.003	3758.796	5750	13000	Bird	
330	Spectrogram 1	1	3743.504	3747.528	1060.8	5966.9	Bird	
331	Spectrogram 1	1	3749.998	3754.022	928.2	6099.4	Bird	
332	Spectrogram 1	1	3758.229	3761.934	1259.7	5900.6	Bird	
333	Spectrogram 1	1	3763.028	3765.101	5125	11500	Bird	
334	Spectrogram 1	1	3767.698	3770.869	1500	6500	Bird	low
335	Spectrogram 1	1	3769.894	3800.022	500	6875	Bird	
336	Spectrogram 1	1	3771.363	3776.729	0	3250	Buzz	
337	Spectrogram 1	1	3775.138	3777.028	5500	11625	Bird	
338	Spectrogram 1	1	3782.705	3786.363	4750	11875	Bird	
339	Spectrogram 1	1	3795.601	3798.405	0	4875	Buzz	
340	Spectrogram 1	1	3808.524	3882.975	4097.6	17092.7	Other animal	
341	Spectrogram 1	1	3815.259	3836.387	375	7365.1	Bird	
342	Spectrogram 1	1	3832.82	3836.131	2666.7	8125	Bird	
343	Spectrogram 1	1	3838.168	3839.388	4375	11500	Bird	
344	Spectrogram 1	1	3839.296	3847.802	1894.7	7326.3	Bird	
345	Spectrogram 1	1	3847.29	3860.278	750	7375	Bird	
346	Spectrogram 1	1	3849.284	3851.387	381	2920.6	Bird	
347	Spectrogram 1	1	3860.095	3864.546	1625	6500	Bird	
348	Spectrogram 1	1	3862.226	3874.363	1000	8000	Bird	
349	Spectrogram 1	1	3873.79	3876.717	0	3795.3	Buzz	
350	Spectrogram 1	1	3873.851	3887.509	4353.5	8818.6	Bird	
351	Spectrogram 1	1	3879.826	3883.973	893	8260.5	Bird	
352	Spectrogram 1	1	3885.802	3888.424	0	4353.5	Buzz	
353	Spectrogram 1	1	3887.42	3965.53	3161	18146.3	Other animal	
354	Spectrogram 1	1	3890.375	3894.973	3031.6	9600	Bird	
355	Spectrogram 1	1	3891.961	3893.912	669.8	4130.2	Bird	
356	Spectrogram 1	1	3893.79	3901.168	781.4	4465.1	Bird	
357	Spectrogram 1	1	3899.363	3907.32	4042.1	10231.6	Bird	
358	Spectrogram 1	1	3900.619	3906.29	781.4	10269.8	Bird	
359	Spectrogram 1	1	3917.57	3923.241	2679.1	7255.8	Bird	
360	Spectrogram 1	1	3927.668	3929.497	0	7367.4	Buzz	
361	Spectrogram 1	1	3928.704	3932.973	446.5	8037.2	Bird	
362	Spectrogram 1	1	3934.741	3939.802	0	4130.2	Buzz	
363	Spectrogram 1	1	3938.582	3943.217	558.1	9934.9	Bird	
364	Spectrogram 1	1	3942.729	3972.424	558.1	6027.9	Bird	low
365	Spectrogram 1	1	3954.619	3958.156	0	4241.9	Buzz	
366	Spectrogram 1	1	3965.128	4045.341	1873.2	18029.3	Other animal	
367	Spectrogram 1	1	3976.302	3982.765	0	3683.7	Bird	
368	Spectrogram 1	1	3995.875	3997.826	0	7032.6	Buzz	
369	Spectrogram 1	1	3999.473	4003.253	225.4	6139.5	Bird	low
370	Spectrogram 1	1	4009.534	4032.826	669.8	7255.8	Bird	low
371	Spectrogram 1	1	4028.869	4075.333	223.3	10231.6	Bird	
372	Spectrogram 1	1	4031.765	4034.936	669.8	3683.7	Bird	
373	Spectrogram 1	1	4044.711	4047.364	898.4	3593.6	Bird	
374	Spectrogram 1	1	4048.78	4095.975	2575.6	15922	Other animal	
375	Spectrogram 1	1	4050.973	4055.485	0	5246.5	Buzz	
376	Spectrogram 1	1	4075.241	4105.314	558.1	6474.4	Bird	low
377	Spectrogram 1	1	4101.006	4126.341	3395.1	15804.9	Other animal	
378	Spectrogram 1	1	4109.948	4134.095	558.1	5581.4	Bird	low
379	Spectrogram 1	1	4128.774	4199.018	2926.8	15687.8	Other animal	
380	Spectrogram 1	1	4133.948	4188.46	446.5	5916.3	Bird	low
381	Spectrogram 1	1	4155.534	4160.839	0	6697.7	Buzz	
382	Spectrogram 1	1	4171.387	4174.863	0	7814	Buzz	
383	Spectrogram 1	1	4188.101	4224.107	558.1	5916.3	Bird	low
384	Spectrogram 1	1	4208.128	4261.725	3161	16156.1	Other animal	
385	Spectrogram 1	1	4219.107	4225.021	446.5	6474.4	Bird	
386	Spectrogram 1	1	4227.796	4229.808	390.7	5637.2	Bird	low
